CODGEO,LIBGEO,PMUN21,DENS,NB_Établissement_sante_court_sejour,NB_Établissement_sante_moyen_sejour,NB_Établissement_sante_long_sejour,NB_Établissement_psychiatrique,NB_Centre_lutte_cancer,NB_Urgences,NB_Maternite,NB_Centre_de_sante,NB_Structures_psychiatriques_en_ambulatoire,NB_Centre_medecine_preventive,NB_Dialyse,NB_Hospitalisation_a_domicile,NB_Maison_de_sante_pluridisciplinaire,NB_Laboratoire_d'analyses_et_de_biologie_medicale,NB_Ambulance,NB_Transfusion_sanguine,NB_Établissement_thermal,NB_Pharmacie,NB_Établissement_sante_court_sejour_par_1000h,NB_Établissement_sante_moyen_sejour_par_1000h,NB_Établissement_sante_long_sejour_par_1000h,NB_Établissement_psychiatrique_par_1000h,NB_Centre_lutte_cancer_par_1000h,NB_Urgences_par_1000h,NB_Maternite_par_1000h,NB_Centre_de_sante_par_1000h,NB_Structures_psychiatriques_en_ambulatoire_par_1000h,NB_Centre_medecine_preventive_par_1000h,NB_Dialyse_par_1000h,NB_Hospitalisation_a_domicile_par_1000h,NB_Maison_de_sante_pluridisciplinaire_par_1000h,NB_Laboratoire_d'analyses_et_de_biologie_medicale_par_1000h,NB_Ambulance_par_1000h,NB_Transfusion_sanguine_par_1000h,NB_Établissement_thermal_par_1000h,NB_Pharmacie_par_1000h,NB_EQUIP_SANTE_TOTAL,NB_EQUIP_SANTE_PAR_1000H,ECART_EQUIP_SANTE,DIVERSITE_EQUIP_SANTE
11076,Castelnaudary,12448,2,1,2,1,2,0,2,0,0,4,0,0,0,1,2,3,0,0,5,0.08033419023136246,0.1606683804627249,0.08033419023136246,0.1606683804627249,0.0,0.1606683804627249,0.0,0.0,0.3213367609254498,0.0,0.0,0.0,0.08033419023136246,0.1606683804627249,0.2410025706940874,0.0,0.0,0.40167095115681234,23,1.8476863753213368,5,10
11203,Lézignan-Corbières,10952,2,1,1,1,2,0,0,0,0,3,0,0,1,0,1,1,0,0,4,0.09130752373995617,0.09130752373995617,0.09130752373995617,0.18261504747991233,0.0,0.0,0.0,0.0,0.2739225712198685,0.0,0.0,0.09130752373995617,0.0,0.09130752373995617,0.09130752373995617,0.0,0.0,0.36523009495982467,15,1.3696128560993426,4,9
11206,Limoux,10302,3,1,2,1,6,0,0,0,0,3,0,1,0,0,1,1,0,0,6,0.09706853038245,0.1941370607649,0.09706853038245,0.5824111822947001,0.0,0.0,0.0,0.0,0.29120559114735006,0.0,0.09706853038245,0.0,0.0,0.09706853038245,0.09706853038245,0.0,0.0,0.5824111822947001,22,2.1355076684139003,6,9
12176,Onet-le-Château,11873,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084224711530363,0.0,0.0,0.0,0.0,0.0,0.084224711530363,0.084224711530363,0.0,0.0,0.336898846121452,7,0.589572980712541,4,4
12300,Villefranche-de-Rouergue,11720,3,1,1,1,3,0,1,1,2,3,1,0,0,1,1,1,0,0,5,0.08532423208191127,0.08532423208191127,0.08532423208191127,0.25597269624573377,0.0,0.08532423208191127,0.08532423208191127,0.17064846416382254,0.25597269624573377,0.08532423208191127,0.0,0.0,0.08532423208191127,0.08532423208191127,0.08532423208191127,0.0,0.0,0.42662116040955633,22,1.8771331058020477,5,13
13007,Auriol,12839,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0.0,0.0,0.0,0.07788768595685022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07788768595685022,0.07788768595685022,0.0,0.0,0.3115507438274009,7,0.5452138016979515,4,4
13014,Berre-l'Étang,13912,2,0,0,0,0,0,0,0,2,3,0,0,0,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1437607820586544,0.21564117308798159,0.0,0.0,0.0,0.0,0.0718803910293272,0.0718803910293272,0.0,0.0,0.35940195514663603,12,0.8625646923519263,5,5
13015,Bouc-Bel-Air,15248,4,0,2,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,4,0.0,0.1311647429171039,0.0,0.06558237145855195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1311647429171039,0.2623294858342078,0.0,0.0,0.2623294858342078,13,0.8525708289611753,4,5
13019,Cabriès,10070,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09930486593843098,0.09930486593843098,0.0,0.0,0.29791459781529295,5,0.4965243296921549,3,3
13026,Châteauneuf-les-Martigues,17909,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11167569378524764,0.16751354067787147,0.0,0.0,0.22335138757049527,9,0.5025406220336144,4,3
13027,Châteaurenard,16669,2,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,5,0.0,0.0,0.0,0.059991601175835386,0.0,0.0,0.0,0.0,0.11998320235167077,0.0,0.0,0.0,0.0,0.11998320235167077,0.0,0.0,0.0,0.2999580058791769,10,0.5999160117583539,5,4
13039,Fos-sur-Mer,15469,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06464541987200206,0.0,0.0,0.0,0.0,0.06464541987200206,0.12929083974400413,0.0,0.0,0.3232270993600103,9,0.5818087788480186,5,4
13040,Fuveau,10115,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1977261492832427,0.0,0.0,0.0,0.29658922392486403,5,0.4943153732081067,3,2
13043,Gignac-la-Nerthe,10083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09917683229197659,0.09917683229197659,0.0,0.0,0.2975304968759298,5,0.49588416145988296,3,3
13069,Pélissanne,10554,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09475080538184574,0.0,0.0,0.0,0.2842524161455372,4,0.37900322152738297,3,2
13075,Plan-de-Cuques,11396,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1755001755001755,0.08775008775008775,0.0,0.0,0.351000351000351,7,0.6142506142506142,4,3
13077,Port-de-Bouc,16136,1,0,0,0,1,0,0,0,2,1,0,0,0,0,2,2,0,0,9,0.0,0.0,0.0,0.06197322756569162,0.0,0.0,0.0,0.12394645513138323,0.06197322756569162,0.0,0.0,0.0,0.0,0.12394645513138323,0.12394645513138323,0.0,0.0,0.5577590480912246,17,1.0535448686167574,9,6
13081,Rognac,12175,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08213552361396304,0.0,0.0,0.0,0.0,0.08213552361396304,0.0,0.0,0.0,0.24640657084188913,5,0.4106776180698152,3,3
13097,Saint-Martin-de-Crau,13729,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14567703401558746,0.0,0.0,0.0,0.0,0.14567703401558746,0.07283851700779373,0.0,0.0,0.2913540680311749,9,0.6555466530701435,4,4
13106,Septèmes-les-Vallons,11734,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1704448610874382,0.1704448610874382,0.0,0.0,0.3408897221748764,8,0.6817794443497528,4,3
13108,Tarascon,15423,2,0,1,1,0,0,0,0,0,2,0,0,0,1,1,1,0,0,4,0.0,0.06483822861959411,0.06483822861959411,0.0,0.0,0.0,0.0,0.0,0.12967645723918822,0.0,0.0,0.0,0.06483822861959411,0.06483822861959411,0.06483822861959411,0.0,0.0,0.25935291447837644,11,0.7132205148155353,4,7
13110,Trets,10678,2,0,0,0,1,0,0,0,0,3,0,0,0,0,1,1,0,0,3,0.0,0.0,0.0,0.09365049634763063,0.0,0.0,0.0,0.0,0.28095148904289197,0.0,0.0,0.0,0.0,0.09365049634763063,0.09365049634763063,0.0,0.0,0.28095148904289197,9,0.8428544671286757,3,5
14047,Bayeux,12775,2,1,3,1,2,0,1,1,3,3,0,1,1,0,1,2,0,0,7,0.07827788649706457,0.23483365949119375,0.07827788649706457,0.15655577299412915,0.0,0.07827788649706457,0.07827788649706457,0.23483365949119375,0.23483365949119375,0.0,0.07827788649706457,0.07827788649706457,0.0,0.07827788649706457,0.15655577299412915,0.0,0.0,0.547945205479452,27,2.1135029354207435,7,13
14341,Ifs,11981,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,4,0.0,0.08346548702111677,0.0,0.08346548702111677,0.0,0.0,0.0,0.0,0.08346548702111677,0.0,0.0,0.0,0.08346548702111677,0.08346548702111677,0.08346548702111677,0.0,0.0,0.33386194808446706,10,0.8346548702111677,4,7
14366,Lisieux,19807,2,2,1,1,2,0,1,1,1,4,1,1,1,1,2,2,1,0,11,0.10097440298884233,0.050487201494421166,0.050487201494421166,0.10097440298884233,0.0,0.050487201494421166,0.050487201494421166,0.050487201494421166,0.20194880597768466,0.050487201494421166,0.050487201494421166,0.050487201494421166,0.050487201494421166,0.10097440298884233,0.10097440298884233,0.050487201494421166,0.0,0.5553592164386328,33,1.6660776493158984,11,16
14437,Mondeville,10075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09925558312655086,0.09925558312655086,0.0,0.0,0.39702233250620345,6,0.5955334987593052,4,3
14762,Vire Normandie,17135,2,2,1,1,6,0,1,0,1,0,0,0,1,1,1,3,0,0,6,0.11672016340822877,0.058360081704114386,0.058360081704114386,0.3501604902246863,0.0,0.058360081704114386,0.0,0.058360081704114386,0.0,0.0,0.0,0.058360081704114386,0.058360081704114386,0.058360081704114386,0.17508024511234316,0.0,0.0,0.3501604902246863,24,1.4006419608987453,6,11
16102,Cognac,18448,2,2,1,1,1,0,1,1,2,1,0,0,0,0,2,1,0,0,10,0.10841283607979184,0.05420641803989592,0.05420641803989592,0.05420641803989592,0.0,0.05420641803989592,0.05420641803989592,0.10841283607979184,0.05420641803989592,0.0,0.0,0.0,0.0,0.10841283607979184,0.05420641803989592,0.0,0.0,0.5420641803989592,23,1.2467476149176062,10,11
17306,Royan,19029,2,2,2,1,2,0,2,0,1,2,0,0,0,0,2,2,0,0,11,0.10510273792632298,0.10510273792632298,0.05255136896316149,0.10510273792632298,0.0,0.10510273792632298,0.0,0.05255136896316149,0.10510273792632298,0.0,0.0,0.0,0.0,0.10510273792632298,0.10510273792632298,0.0,0.0,0.5780650585947764,27,1.4188869620053601,11,10
19272,Tulle,13992,3,1,2,1,1,0,1,1,3,1,1,0,1,1,1,2,0,0,8,0.0714694110920526,0.1429388221841052,0.0714694110920526,0.0714694110920526,0.0,0.0714694110920526,0.0714694110920526,0.2144082332761578,0.0714694110920526,0.0714694110920526,0.0,0.0714694110920526,0.0714694110920526,0.0714694110920526,0.1429388221841052,0.0,0.0,0.5717552887364208,25,1.786735277301315,8,14
21166,Chenôve,14445,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,6,0.0,0.0,0.0,0.06922810661128419,0.0,0.0,0.0,0.06922810661128419,0.0,0.0,0.0,0.0,0.06922810661128419,0.06922810661128419,0.06922810661128419,0.0,0.0,0.4153686396677051,11,0.761509172724126,6,6
21171,Chevigny-Saint-Sauveur,10944,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0.0,0.0,0.0,0.09137426900584794,0.0,0.0,0.0,0.09137426900584794,0.0,0.0,0.0,0.0,0.0,0.09137426900584794,0.0,0.0,0.0,0.36549707602339176,7,0.6396198830409356,4,4
21617,Talant,11894,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4,0.08407600470825626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08407600470825626,0.08407600470825626,0.0,0.08407600470825626,0.0,0.0,0.0,0.336304018833025,8,0.67260803766605,4,5
22050,Dinan,14675,2,2,1,1,4,0,1,1,2,0,0,1,0,0,1,3,0,0,4,0.1362862010221465,0.06814310051107325,0.06814310051107325,0.272572402044293,0.0,0.06814310051107325,0.06814310051107325,0.1362862010221465,0.0,0.0,0.06814310051107325,0.0,0.0,0.06814310051107325,0.20442930153321975,0.0,0.0,0.272572402044293,21,1.4310051107325383,4,11
22093,Lamballe-Armor,16845,5,1,1,1,3,0,0,0,1,0,1,0,0,1,2,3,0,0,6,0.05936479667557139,0.05936479667557139,0.05936479667557139,0.17809439002671418,0.0,0.0,0.0,0.05936479667557139,0.0,0.05936479667557139,0.0,0.0,0.05936479667557139,0.11872959335114278,0.17809439002671418,0.0,0.0,0.35618878005342836,20,1.1872959335114277,6,10
22187,Plérin,14704,4,1,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,5,0.06800870511425462,0.06800870511425462,0.0,0.0,0.0,0.0,0.06800870511425462,0.06800870511425462,0.0,0.0,0.0,0.0,0.0,0.13601741022850924,0.0,0.0,0.0,0.34004352557127315,11,0.7480957562568008,5,6
22215,Ploufragan,11369,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0.0,0.0879584835957428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1759169671914856,0.0,0.0,0.0,0.3518339343829712,7,0.6157093851701997,4,3
23096,Guéret,12840,2,2,1,1,6,0,1,1,1,2,2,1,0,0,2,3,0,0,6,0.15576323987538943,0.07788161993769471,0.07788161993769471,0.4672897196261682,0.0,0.07788161993769471,0.07788161993769471,0.07788161993769471,0.15576323987538943,0.15576323987538943,0.07788161993769471,0.0,0.0,0.15576323987538943,0.2336448598130841,0.0,0.0,0.4672897196261682,29,2.258566978193146,6,13
24053,Boulazac Isle Manoire,10697,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28045246330746937,3,0.28045246330746937,3,1
25031,Audincourt,13944,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,4,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14343086632243257,0.0,0.0,0.0,0.0,0.0,0.07171543316121629,0.28686173264486514,0.0,0.0,0.5737234652897303,15,1.0757314974182444,8,4
25462,Pontarlier,17849,2,1,1,0,2,0,1,1,2,0,0,1,1,1,2,2,0,0,8,0.05602554764972827,0.05602554764972827,0.0,0.11205109529945655,0.0,0.05602554764972827,0.05602554764972827,0.11205109529945655,0.0,0.0,0.05602554764972827,0.05602554764972827,0.05602554764972827,0.11205109529945655,0.11205109529945655,0.0,0.0,0.4482043811978262,23,1.2885875959437505,8,12
25580,Valentigney,10765,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0.0,0.0,0.0,0.09289363678588017,0.0,0.0,0.0,0.09289363678588017,0.0,0.0,0.0,0.0,0.0,0.09289363678588017,0.0,0.0,0.0,0.3715745471435207,7,0.6502554575011612,4,4
26058,Bourg-lès-Valence,19581,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05106991471324243,0.0,0.0,0.0,0.0,0.0,0.05106991471324243,0.0,0.0,0.0,0.357489402992697,9,0.45962923241918185,7,3
26235,Pierrelatte,13799,2,0,0,0,0,0,0,0,1,3,0,1,0,0,1,2,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07246901949416625,0.21740705848249875,0.0,0.07246901949416625,0.0,0.0,0.07246901949416625,0.1449380389883325,0.0,0.0,0.3623450974708312,13,0.9420972534241612,5,6
26252,Portes-lès-Valence,10422,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09595087315294569,0.19190174630589138,0.0,0.0,0.2878526194588371,6,0.5757052389176742,3,3
27284,Gisors,11919,2,1,1,1,0,0,1,1,1,3,0,0,0,0,1,2,0,0,4,0.08389965601141036,0.08389965601141036,0.08389965601141036,0.0,0.0,0.08389965601141036,0.08389965601141036,0.08389965601141036,0.2516989680342311,0.0,0.0,0.0,0.0,0.08389965601141036,0.16779931202282072,0.0,0.0,0.33559862404564145,16,1.3423944961825658,4,10
27375,Louviers,18350,2,1,2,0,2,0,1,0,1,3,0,1,0,0,2,2,0,0,8,0.05449591280653951,0.10899182561307902,0.0,0.10899182561307902,0.0,0.05449591280653951,0.0,0.05449591280653951,0.16348773841961853,0.0,0.05449591280653951,0.0,0.0,0.10899182561307902,0.10899182561307902,0.0,0.0,0.4359673024523161,23,1.2534059945504088,8,10
27701,Val-de-Reuil,12647,2,0,0,0,0,0,0,0,1,1,1,0,0,2,1,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07907013520993121,0.07907013520993121,0.07907013520993121,0.0,0.0,0.15814027041986242,0.07907013520993121,0.0,0.0,0.0,0.23721040562979362,9,0.7116312168893809,3,6
28088,Châteaudun,12909,3,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,5,0.07746533426291735,0.07746533426291735,0.07746533426291735,0.07746533426291735,0.0,0.07746533426291735,0.0,0.07746533426291735,0.07746533426291735,0.0,0.07746533426291735,0.0,0.07746533426291735,0.07746533426291735,0.07746533426291735,0.0,0.0,0.3873266713145867,16,1.2394453482066776,5,12
28218,Lucé,15602,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,5,0.0,0.0,0.0,0.06409434687860531,0.0,0.0,0.0,0.0,0.0,0.06409434687860531,0.0,0.0,0.0,0.06409434687860531,0.12818869375721062,0.0,0.0,0.32047173439302656,10,0.6409434687860531,5,5
28229,Mainvilliers,11057,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0.09044044496698923,0.09044044496698923,0.0,0.0,0.0,0.09044044496698923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09044044496698923,0.0,0.0,0.0,0.2713213349009677,7,0.6330831147689246,3,5
28404,Vernouillet,12455,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0.08028904054596547,0.08028904054596547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08028904054596547,0.0,0.0,0.0,0.08028904054596547,0.0,0.0,0.24086712163789642,7,0.5620232838217584,3,5
29046,Douarnenez,14163,3,1,2,1,2,0,2,0,0,0,0,1,0,0,1,3,0,0,7,0.07060650992021465,0.1412130198404293,0.07060650992021465,0.1412130198404293,0.0,0.1412130198404293,0.0,0.0,0.0,0.0,0.07060650992021465,0.0,0.0,0.07060650992021465,0.21181952976064394,0.0,0.0,0.49424556944150255,20,1.4121301984042929,7,9
29058,Fouesnant,10098,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09902951079421668,0.0,0.0,0.0,0.19805902158843336,3,0.29708853238265004,2,2
29075,Guipavas,15460,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0.0,0.0,0.0,0.0646830530401035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0646830530401035,0.0646830530401035,0.0,0.0,0.19404915912031048,6,0.38809831824062097,3,4
29103,Landerneau,16206,2,1,2,0,2,0,1,1,0,0,0,1,0,0,2,1,0,0,6,0.06170554115759595,0.1234110823151919,0.0,0.1234110823151919,0.0,0.06170554115759595,0.06170554115759595,0.0,0.0,0.0,0.06170554115759595,0.0,0.0,0.1234110823151919,0.06170554115759595,0.0,0.0,0.37023324694557574,17,1.0489941996791312,6,9
29151,Morlaix,14903,2,2,1,1,3,0,1,1,1,1,0,0,0,0,2,1,1,0,7,0.13420116755015768,0.06710058377507884,0.06710058377507884,0.20130175132523653,0.0,0.06710058377507884,0.06710058377507884,0.06710058377507884,0.06710058377507884,0.0,0.0,0.0,0.0,0.13420116755015768,0.06710058377507884,0.06710058377507884,0.0,0.46970408642555195,22,1.4762128430517345,7,12
29189,Plougastel-Daoulas,13445,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07437709185570844,0.0,0.0,0.0,0.22313127556712534,4,0.29750836742283376,3,2
29212,Plouzané,13473,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07422251911229867,0.0,0.0,0.0,0.2968900764491947,5,0.37111259556149334,4,2
29233,Quimperlé,12313,2,1,3,1,5,0,1,0,0,1,0,0,0,0,1,3,0,0,6,0.08121497604158207,0.2436449281247462,0.08121497604158207,0.4060748802079103,0.0,0.08121497604158207,0.0,0.0,0.08121497604158207,0.0,0.0,0.0,0.0,0.08121497604158207,0.2436449281247462,0.0,0.0,0.4872898562494924,22,1.7867294729148055,6,9
29235,Le Relecq-Kerhuon,11791,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08481044864727334,0.0,0.0,0.0,0.33924179458909337,5,0.4240522432363667,4,2
2A247,Porto-Vecchio,11229,3,1,0,0,2,0,2,1,1,3,0,1,0,0,2,2,0,0,4,0.0890551251224508,0.0,0.0,0.1781102502449016,0.0,0.1781102502449016,0.0890551251224508,0.0890551251224508,0.2671653753673524,0.0,0.0890551251224508,0.0,0.0,0.1781102502449016,0.1781102502449016,0.0,0.0,0.3562205004898032,19,1.6920473773265652,4,10
30028,Bagnols-sur-Cèze,18248,2,2,1,1,5,0,1,1,2,1,0,2,1,0,5,5,0,0,8,0.10960105217010084,0.05480052608505042,0.05480052608505042,0.2740026304252521,0.0,0.05480052608505042,0.05480052608505042,0.10960105217010084,0.05480052608505042,0.0,0.10960105217010084,0.05480052608505042,0.0,0.2740026304252521,0.2740026304252521,0.0,0.0,0.43840420868040336,35,1.9180184129767646,8,13
30032,Beaucaire,15680,2,0,1,0,2,0,0,0,1,1,0,0,0,0,1,2,0,0,5,0.0,0.06377551020408163,0.0,0.12755102040816327,0.0,0.0,0.0,0.06377551020408163,0.06377551020408163,0.0,0.0,0.0,0.0,0.06377551020408163,0.12755102040816327,0.0,0.0,0.31887755102040816,13,0.8290816326530612,5,7
30202,Pont-Saint-Esprit,10600,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,4,0.09433962264150943,0.09433962264150943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09433962264150943,0.18867924528301885,0.09433962264150943,0.0,0.0,0.3773584905660377,10,0.9433962264150944,4,6
30258,Saint-Gilles,14264,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07010656197420079,0.21031968592260233,0.0,0.0,0.35053280987100394,9,0.6309590577678071,5,3
30341,Vauvert,11774,2,0,0,0,1,0,0,0,1,0,0,0,0,1,2,2,0,0,4,0.0,0.0,0.0,0.08493290300662476,0.0,0.0,0.0,0.08493290300662476,0.0,0.0,0.0,0.0,0.08493290300662476,0.16986580601324952,0.16986580601324952,0.0,0.0,0.33973161202649904,11,0.9342619330728724,4,6
30351,Villeneuve-lès-Avignon,12617,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0.0,0.0,0.0,0.0792581437742728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0792581437742728,0.0,0.0,0.0,0.3170325750970912,6,0.47554886264563684,4,3
31033,Auterive,10126,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09875567845151097,0.0,0.0,0.0,0.0,0.09875567845151097,0.09875567845151097,0.0,0.0,0.2962670353545329,6,0.5925340707090658,3,4
31044,Balma,17385,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,5,0.0,0.0,0.0,0.057520851308599366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057520851308599366,0.057520851308599366,0.057520851308599366,0.0,0.0,0.2876042565429968,9,0.5176876617773943,5,5
31113,Castanet-Tolosan,14903,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06710058377507884,0.0,0.0,0.0,0.0,0.13420116755015768,0.13420116755015768,0.0,0.0,0.26840233510031536,9,0.6039052539757096,4,4
31116,Castelginest,10876,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09194556822361162,0.0,0.0,0.2758367046708349,4,0.3677822728944465,3,2
31187,Fonsorbes,12546,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07970667941973537,0.07970667941973537,0.0,0.0,0.3188267176789415,6,0.47824007651841227,4,3
31424,Plaisance-du-Touch,19944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050140393100681906,0.10028078620136381,0.0,0.0,0.25070196550340956,8,0.40112314480545525,5,3
31446,Ramonville-Saint-Agne,14949,1,0,1,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,4,0.0,0.06689410662920597,0.0,0.0,0.0,0.0,0.0,0.13378821325841195,0.0,0.0,0.06689410662920597,0.0,0.0,0.06689410662920597,0.06689410662920597,0.0,0.0,0.2675764265168239,10,0.6689410662920596,4,6
31483,Saint-Gaudens,11613,2,2,2,1,4,0,1,1,1,0,1,3,1,1,2,3,0,0,7,0.1722207870489968,0.1722207870489968,0.0861103935244984,0.3444415740979936,0.0,0.0861103935244984,0.0861103935244984,0.0861103935244984,0.0,0.0861103935244984,0.25833118057349524,0.0861103935244984,0.0861103935244984,0.1722207870489968,0.25833118057349524,0.0,0.0,0.6027727546714888,30,2.5833118057349522,7,14
31488,Saint-Jean,11243,1,1,1,0,0,0,1,1,1,0,0,1,0,0,2,0,0,0,3,0.08894423196655697,0.08894423196655697,0.0,0.0,0.0,0.08894423196655697,0.08894423196655697,0.08894423196655697,0.0,0.0,0.08894423196655697,0.0,0.0,0.17788846393311394,0.0,0.0,0.0,0.2668326958996709,11,0.9783865516321266,3,8
